Kota/Kabupaten,Kecamatan,Nama Sekolah,NPSN,BP,Status,Tahun Akreditasi,Nilai Akreditasi,Peringkat Akreditasi,Last Sync,Jml Sync,PD,Rombel,Guru,Pegawai,R. Kelas,R. Lab,R. Perpus
Jakarta Timur,Cakung,PKBM NEGERI 39 CAKUNG,P9984389,PKBM,Negeri,0,0,,2023-02-02 15:01:40,7,219,10,8,2,10,0,0
Jakarta Timur,Cakung,PKBM AJISAKA,P2967187,PKBM,Swasta,0,0,,2023-01-30 22:39:35,1,80,8,5,2,7,0,0
Jakarta Timur,Cakung,PKBM ALPHA OMEGA,P2967177,PKBM,Swasta,0,0,,2023-03-03 08:14:27,5,47,11,1,1,3,0,1
Jakarta Timur,Cakung,PKBM CAHAYA BANGSA COMMUNITY LEARNING CENTER,P9934604,PKBM,Swasta,0,0,,2023-02-15 08:55:11,18,22,6,2,2,10,0,1
Jakarta Timur,Cakung,PKBM CAHAYA NUSANTARA,P9997313,PKBM,Swasta,0,0,,2023-02-25 00:15:11,14,40,6,6,1,6,0,0
Jakarta Timur,Cakung,PKBM DHARMAKASIH,P9984648,PKBM,Swasta,0,0,,2022-09-02 13:46:28,0,0,0,9,1,0,0,0
Jakarta Timur,Cakung,PKBM E-LEARNING ACADEMY,P9945708,PKBM,Swasta,0,0,,2023-02-24 16:00:06,7,5,4,2,1,7,0,1
Jakarta Timur,Cakung,PKBM ISLAM CITA KAUTSAR,P9997793,PKBM,Swasta,0,0,,2023-02-22 15:23:05,6,22,3,0,0,2,0,0
Jakarta Timur,Cakung,PKBM KARYA MANDIRI JAYA,P9945773,PKBM,Swasta,0,0,,2023-03-01 21:35:39,7,79,7,4,2,5,0,0
Jakarta Timur,Cakung,PKBM PRESTASI MANDIRI,P9997411,PKBM,Swasta,0,0,,2023-02-21 23:03:26,12,22,7,2,2,4,0,0
Jakarta Timur,Cakung,PKBM SIKA,P9984371,PKBM,Swasta,0,0,,2023-03-03 06:24:31,10,453,14,8,1,6,1,1
Jakarta Timur,Cakung,PKBM TAHFIZH SAHABAT,P9998709,PKBM,Swasta,0,0,,,0,0,0,0,1,0,0,0
Jakarta Timur,Cakung,SLB Karya Mulya,20178285,SLB,Swasta,2021,84,B,2023-02-23 11:30:16,4,69,11,6,2,5,0,0
Jakarta Timur,Cakung,SLB KUSUMO ASIH,20103409,SLB,Swasta,2019,83,B,2023-02-18 13:06:18,9,40,9,8,3,9,0,1
Jakarta Timur,Cipayung,TK NEGERI CIPAYUNG 01,69830164,TK,Negeri,0,0,,2023-02-17 15:13:51,4,52,3,3,3,3,0,0
Jakarta Timur,Cipayung,TK NEGERI CIPAYUNG 02,69917840,TK,Negeri,0,0,,2023-02-03 17:54:17,3,40,2,2,3,1,0,0
Jakarta Timur,Cipayung,TK NEGERI CIPAYUNG 03,69988193,TK,Negeri,0,0,,2023-01-20 09:57:31,2,40,2,2,3,2,0,0
Jakarta Timur,Cipayung,TK ABC SMART,69974414,TK,Swasta,0,0,,2023-02-24 14:29:30,3,26,3,3,1,2,0,1
Jakarta Timur,Cipayung,TK Abdurrahman bin Auf,70028828,TK,Swasta,0,0,,2023-02-21 17:38:36,4,16,2,1,5,2,0,0
Jakarta Timur,Cipayung,TK ACS JAKARTA,20112209,TK,Swasta,0,0,,2022-08-21 12:30:38,0,0,0,7,3,0,0,0
Jakarta Timur,Cipayung,TK AISYIYAH BUSTANUL ATHFAL 86,20109589,TK,Swasta,0,0,,2023-02-16 21:54:06,4,75,5,5,2,9,0,1
Jakarta Timur,Cipayung,TK AL FALAH,20111778,TK,Swasta,0,0,,2023-01-24 14:11:26,2,23,2,3,1,4,0,0
Jakarta Timur,Cipayung,TK AL MUNIR,20110229,TK,Swasta,0,0,,2023-02-20 20:35:12,3,21,1,1,1,3,0,0
Jakarta Timur,Cipayung,TK AL-FATHONAH,20109607,TK,Swasta,0,0,,2023-02-21 07:44:50,5,15,2,3,1,2,0,1
Jakarta Timur,Cipayung,TK ANUGERAH,20109578,TK,Swasta,0,0,,2023-02-21 22:57:35,12,5,1,1,1,1,0,0
Jakarta Timur,Cipayung,TK AR-ROHMAN,20109603,TK,Swasta,0,0,,2023-01-23 10:04:50,2,15,1,2,2,2,0,0
Jakarta Timur,Cipayung,TK ARFANDA,20109588,TK,Swasta,0,0,,2023-01-22 12:52:37,2,67,4,3,1,4,0,0
Jakarta Timur,Cipayung,TK BASMA ALIIFAH,20110225,TK,Swasta,0,0,,2023-01-31 20:21:22,2,19,2,3,2,2,0,0
Jakarta Timur,Cipayung,TK BUNAYYA,20109608,TK,Swasta,0,0,,2023-02-20 09:03:25,4,26,2,2,2,2,0,0
Jakarta Timur,Cipayung,TK DINAMIKA,20109627,TK,Swasta,0,0,,2023-02-20 19:05:51,4,31,2,2,2,2,0,0
Jakarta Timur,Cipayung,TK ERLASS,70011688,TK,Swasta,0,0,,2023-02-13 09:37:45,3,55,2,4,4,2,0,0
Jakarta Timur,Cipayung,TK GENDIS,69981613,TK,Swasta,0,0,,2023-02-04 06:42:02,3,12,1,1,2,2,0,0
Jakarta Timur,Cipayung,TK GLADI SIWI,20110226,TK,Swasta,0,0,,2022-02-24 22:30:15,0,0,0,0,0,0,0,0
Jakarta Timur,Cipayung,TK HARAPAN,20110227,TK,Swasta,0,0,,2023-01-22 08:48:18,2,33,3,4,3,6,0,1
Jakarta Timur,Cipayung,TK HIKARI KIDS,20110228,TK,Swasta,0,0,,2023-02-21 06:55:24,5,6,1,2,1,4,0,0
Jakarta Timur,Cipayung,TK I CAHAYA FAJAR NURUL IMAN,20110239,TK,Swasta,0,0,,2023-02-17 21:52:37,3,33,4,4,1,3,0,1
Jakarta Timur,Cipayung,TK INDONESIA PLAYSCHOOL,69820768,TK,Swasta,0,0,,2022-11-19 14:56:06,0,0,0,1,0,0,0,0
Jakarta Timur,Cipayung,TK ISLAM AL-GHAZALI,20109624,TK,Swasta,0,0,,,0,0,0,0,0,0,0,0
Jakarta Timur,Cipayung,TK ISLAM AL-HAKIM,20110230,TK,Swasta,0,0,,2023-03-01 09:58:35,4,10,2,2,2,1,0,0
Jakarta Timur,Cipayung,TK ISLAM AL-UMAR,20110231,TK,Swasta,0,0,,2023-02-21 20:21:54,15,8,1,1,3,2,0,0
Jakarta Timur,Cipayung,TK ISLAM ALBAIDLO,20110232,TK,Swasta,0,0,,2023-02-09 12:47:55,2,53,3,3,2,3,0,0
Jakarta Timur,Cipayung,TK ISLAM ALMAKIYAH,20110233,TK,Swasta,0,0,,2023-01-24 11:18:44,3,18,1,2,3,2,0,0
Jakarta Timur,Cipayung,TK ISLAM AR-RAHMAN,20109596,TK,Swasta,0,0,,2022-10-10 05:40:13,0,0,0,4,2,0,0,0
Jakarta Timur,Cipayung,TK ISLAM ARAFAH,20109590,TK,Swasta,0,0,,2023-02-14 21:18:21,4,61,4,5,1,5,0,0
Jakarta Timur,Cipayung,TK ISLAM AS SALAM,69830171,TK,Swasta,0,0,,,0,0,0,0,0,0,0,0
Jakarta Timur,Cipayung,TK ISLAM BAITUL ILMI,20109595,TK,Swasta,0,0,,2023-02-17 13:11:43,3,20,2,2,1,4,0,0
Jakarta Timur,Cipayung,TK ISLAM BAITURRAHIM,70025169,TK,Swasta,0,0,,2023-03-05 16:28:31,4,36,3,3,2,3,0,0
Jakarta Timur,Cipayung,TK ISLAM BAMADITA RAHMAN,20109625,TK,Swasta,0,0,,2023-01-19 09:50:53,2,125,9,9,3,11,0,0
Jakarta Timur,Cipayung,TK ISLAM CAHAYA BINTANG,69868006,TK,Swasta,0,0,,2023-02-21 13:11:43,6,40,3,3,1,4,0,0
Jakarta Timur,Cipayung,TK ISLAM IBNU HAJAR,70009146,TK,Swasta,0,0,,2023-03-08 15:42:38,8,88,8,9,4,10,0,0
Jakarta Timur,Cipayung,TK ISLAM MITRA AMANAH,20109581,TK,Swasta,0,0,,2023-01-23 12:49:35,2,37,4,4,3,4,0,1
Jakarta Timur,Cipayung,TK ISLAM NUR-HUDA,20109592,TK,Swasta,0,0,,2023-02-17 15:28:35,3,18,2,1,2,2,0,0
Jakarta Timur,Cipayung,TK ISLAM NURUL HUDA,20112086,TK,Swasta,0,0,,2023-01-22 17:03:11,2,17,2,1,2,2,0,0
Jakarta Timur,Cipayung,TK ISLAM NURUL IMAN,20109599,TK,Swasta,0,0,,2023-01-22 07:59:29,2,14,2,2,1,6,0,0
Jakarta Timur,Cipayung,TK ISLAM NURUL ZAHRAH,20109623,TK,Swasta,0,0,,2023-01-22 07:52:15,2,24,3,3,2,3,0,0
Jakarta Timur,Cipayung,TK ISLAM SERUMPUN,20110235,TK,Swasta,0,0,,2023-02-20 17:01:57,3,29,2,1,2,2,0,0
Jakarta Timur,Cipayung,TK K 5 BPK PENABUR,20109613,TK,Swasta,0,0,,2023-02-07 15:03:11,4,94,5,5,3,3,0,1
Jakarta Timur,Cipayung,TK KARTIKA VIII-40,20109602,TK,Swasta,0,0,,2023-01-25 00:14:53,3,26,2,3,2,2,0,1
Jakarta Timur,Cipayung,TK KATOLIK NUSA MELATI,20109615,TK,Swasta,0,0,,2023-01-30 07:00:26,1,13,2,1,2,1,0,0
Jakarta Timur,Cipayung,TK KEMALA BHAYANGKARI 26,20109577,TK,Swasta,0,0,,2023-01-22 12:27:29,3,31,2,1,2,3,0,0
Jakarta Timur,Cipayung,TK KUPU-KUPU,20109586,TK,Swasta,0,0,,2023-02-02 10:39:46,1,34,5,5,2,6,0,1
Jakarta Timur,Cipayung,TK MEKAR WANGI,20109601,TK,Swasta,0,0,,2023-01-23 20:17:02,2,23,2,1,2,2,0,0
Jakarta Timur,Cipayung,TK MUTIARA,69820764,TK,Swasta,0,0,,2023-01-31 20:15:20,1,15,2,1,1,2,0,0
Jakarta Timur,Cipayung,TK NIZAMIA ANDALUSIA,69785992,TK,Swasta,0,0,,2023-01-18 14:24:21,2,230,14,40,5,16,0,1
Jakarta Timur,Cipayung,TK NURLAMORA,20109611,TK,Swasta,0,0,,2023-01-23 19:36:59,2,35,3,2,1,3,0,0
Jakarta Timur,Cipayung,TK NURUL IKHLAS,20109620,TK,Swasta,0,0,,2023-02-19 19:45:18,9,44,2,2,1,2,0,0
Jakarta Timur,Cipayung,TK PELITA,20109597,TK,Swasta,0,0,,,0,0,0,0,0,0,0,0
Jakarta Timur,Cipayung,TK PERMATA BUNDA,20110330,TK,Swasta,0,0,,2022-09-11 18:54:21,0,0,0,5,3,0,0,0
Jakarta Timur,Cipayung,TK PUTIK,69954324,TK,Swasta,0,0,,2023-02-27 15:29:00,7,15,2,2,2,2,0,0
Jakarta Timur,Cipayung,TK PUTRA INDONESIA,20109580,TK,Swasta,0,0,,2023-01-22 15:40:01,2,14,2,1,2,3,0,0
Jakarta Timur,Cipayung,TK QUBA ASSALAM,70029634,TK,Swasta,0,0,,2023-03-06 17:01:28,5,15,2,1,1,2,0,0
Jakarta Timur,Cipayung,TK SANTO MARKUS II,20110236,TK,Swasta,0,0,,2023-02-14 11:06:07,4,67,5,5,4,5,0,0
Jakarta Timur,Cipayung,TK SARINA INDAH,20110237,TK,Swasta,0,0,,2023-01-22 13:17:47,1,27,2,3,2,2,0,0
Jakarta Timur,Cipayung,TK SHAFT DIRGANTARA,69820770,TK,Swasta,0,0,,2023-02-21 08:35:26,3,27,3,3,2,4,0,1
Jakarta Timur,Cipayung,TK TERATAI BHAKTI,20109616,TK,Swasta,0,0,,2023-03-06 12:38:03,5,22,2,2,2,2,0,0
Jakarta Timur,Cipayung,TK TERPADU TURFA,20109583,TK,Swasta,0,0,,,0,0,0,0,0,0,0,0
Jakarta Timur,Cipayung,TK THERESIA BUNDA,20110331,TK,Swasta,0,0,,2023-02-21 16:53:06,5,43,3,4,2,5,0,0
Jakarta Timur,Cipayung,TK TSAQOFAH ISLAMIYYAH,69732689,TK,Swasta,0,0,,2023-02-03 09:15:24,2,18,3,3,1,3,0,1
Jakarta Timur,Cipayung,TK YUSUFIYAH,20110238,TK,Swasta,0,0,,2022-02-23 20:04:42,0,0,0,0,0,0,0,0
Jakarta Timur,Cipayung,BKB PAUD MELATI RW 04,69821127,KB,Swasta,0,0,,,0,0,0,0,0,0,0,0
Jakarta Timur,Cipayung,KB INDONESIA PLAYSCHOOL,69970703,KB,Swasta,0,0,,2023-03-07 16:14:56,1,29,2,1,2,1,0,0
Jakarta Timur,Cipayung,KB NUR AMANI,69821012,KB,Swasta,0,0,,2021-10-14 11:52:16,0,0,0,0,0,0,0,0
Jakarta Timur,Cipayung,KB PAUD TERPADU TURFA,69933932,KB,Swasta,0,0,,,0,0,0,0,0,0,0,0
Jakarta Timur,Cipayung,RIZKYTA,69820953,KB,Swasta,0,0,,2023-02-21 11:42:04,1,1,1,1,0,3,0,0
Jakarta Timur,Cipayung,ZAHRATUL JANNAH,69821109,KB,Swasta,0,0,,2023-03-03 10:15:24,1,17,2,2,0,3,0,0
Jakarta Timur,Cipayung,PAUD TPA ALIFIA,69954293,TPA,Swasta,0,0,,,0,0,0,0,0,0,0,0
Jakarta Timur,Cipayung,SPS Negeri Bale Bermain Mawar Cipayung,69990120,SPS,Negeri,0,0,,2023-02-06 09:24:52,3,30,2,2,3,2,0,0
Jakarta Timur,Cipayung,LEARNTERA,69821003,SPS,Swasta,0,0,,2023-02-21 23:26:47,5,10,2,2,1,2,0,0
Jakarta Timur,Cipayung,AS-SYIFA,69820828,SPS,Swasta,0,0,,2023-02-15 05:15:25,2,19,2,1,2,2,0,0
Jakarta Timur,Cipayung,BKB PAUD AL - AMIN,69862550,SPS,Swasta,0,0,,2023-01-18 16:44:40,2,35,3,2,2,4,0,0
Jakarta Timur,Cipayung,BKB PAUD ANGGREK,69820794,SPS,Swasta,0,0,,2023-01-23 23:42:01,2,47,2,1,1,3,0,0
Jakarta Timur,Cipayung,BKB PAUD Cempaka,69820893,SPS,Swasta,0,0,,2023-01-23 19:49:40,4,65,6,3,1,6,0,0
Jakarta Timur,Cipayung,BKB PAUD Ceria Cempaka,69820962,SPS,Swasta,0,0,,2023-01-20 09:07:53,1,67,5,4,1,5,0,0
Jakarta Timur,Cipayung,BKB PAUD Ceria Sedap Malam,69820803,SPS,Swasta,0,0,,2023-01-18 12:39:31,2,24,4,3,1,3,0,0
Jakarta Timur,Cipayung,BKB PAUD CITRA CERIA,69991755,SPS,Swasta,0,0,,2023-01-18 17:55:43,2,25,4,4,1,2,0,0
Jakarta Timur,Cipayung,BKB PAUD JAGUNG,69821032,SPS,Swasta,0,0,,2023-01-24 08:46:04,2,15,3,3,3,3,0,0
Jakarta Timur,Cipayung,BKB PAUD KENANGA KUNING,69821083,SPS,Swasta,0,0,,2023-01-26 21:26:52,1,33,3,4,1,2,0,0
Jakarta Timur,Cipayung,BKB PAUD LELY,69907379,SPS,Swasta,0,0,,2023-02-07 00:18:15,3,33,2,2,3,2,0,0
Jakarta Timur,Cipayung,BKB PAUD MAWAR,69821093,SPS,Swasta,0,0,,2022-08-19 21:08:46,0,0,0,0,3,0,0,0
Jakarta Timur,Cipayung,BKB PAUD MERPATI,69820961,SPS,Swasta,0,0,,,0,0,0,0,0,0,0,0
Jakarta Timur,Cipayung,BKB PAUD NURUL YAQIN,69995873,SPS,Swasta,0,0,,2022-09-18 20:34:40,0,0,0,2,2,0,0,0
Jakarta Timur,Cipayung,BKB PAUD SABILINA,69954294,SPS,Swasta,0,0,,2022-08-11 22:44:41,0,0,0,2,2,0,0,0
Jakarta Timur,Cipayung,BKB PAUD SERUNI,69821143,SPS,Swasta,0,0,,2022-08-31 18:55:30,0,0,0,4,2,0,0,0
Jakarta Timur,Cipayung,BKB PAUD SRIKANDI,69820850,SPS,Swasta,0,0,,2023-01-26 08:17:43,1,34,2,1,3,1,0,1
Jakarta Timur,Cipayung,BKB PAUD SUGEMA,69820968,SPS,Swasta,0,0,,2023-02-01 07:03:24,4,32,2,1,1,2,0,0
Jakarta Timur,Cipayung,BKB PAUD TARBIYATUL MUSLIMIN,69983790,SPS,Swasta,0,0,,2023-01-28 23:04:31,6,44,3,2,1,2,0,0
Jakarta Timur,Cipayung,BKB PAUD TUNAS MELATI,69907391,SPS,Swasta,0,0,,2023-01-18 16:20:03,1,40,2,5,1,3,0,0
Jakarta Timur,Cipayung,BKB PAUD WIJAYA KUSUMA,69821026,SPS,Swasta,0,0,,2022-03-16 17:08:25,0,0,0,0,0,0,0,0
Jakarta Timur,Cipayung,CAHAYA BUNDA,69821049,SPS,Swasta,0,0,,2023-03-05 16:35:17,2,16,2,2,2,2,0,0
Jakarta Timur,Cipayung,CERIA SPAKMAN,69820797,SPS,Swasta,0,0,,2022-08-29 18:04:27,0,0,0,2,1,0,0,0
Jakarta Timur,Cipayung,DAHLIA,69821082,SPS,Swasta,0,0,,2023-02-04 11:58:15,2,39,3,3,1,3,0,0
Jakarta Timur,Cipayung,DARUSSALAM,69820835,SPS,Swasta,0,0,,,0,0,0,0,0,0,0,0
Jakarta Timur,Cipayung,DELIMA INDAH JAYA,69821017,SPS,Swasta,0,0,,2022-08-25 13:35:16,0,0,0,8,0,0,0,0
Jakarta Timur,Cipayung,HARUM,69821061,SPS,Swasta,0,0,,2023-01-31 07:48:07,1,19,4,2,2,6,0,0
Jakarta Timur,Cipayung,KUNTUM MEKAR,69820832,SPS,Swasta,0,0,,2023-01-24 09:01:10,2,22,2,1,3,2,0,1
Jakarta Timur,Cipayung,MAWAR,69820901,SPS,Swasta,0,0,,2023-01-23 19:33:02,71,46,2,2,1,2,0,0
Jakarta Timur,Cipayung,MELATI BERSERI,69821133,SPS,Swasta,0,0,,2023-01-26 13:08:07,3,61,4,3,2,2,0,0
Jakarta Timur,Cipayung,MUTIARA UNGU,69821010,SPS,Swasta,0,0,,2022-10-08 07:29:35,0,0,0,3,1,0,0,0
Jakarta Timur,Cipayung,NURUL IMAN,69820883,SPS,Swasta,0,0,,2023-01-30 18:06:39,2,15,2,2,1,3,0,0
Jakarta Timur,Cipayung,NUSANTARA,69821112,SPS,Swasta,0,0,,2023-01-27 09:24:51,3,51,2,2,3,1,0,0
Jakarta Timur,Cipayung,PAUD ABDURRAHMAN BIN AUF,70004375,SPS,Swasta,0,0,,2023-02-20 17:30:35,4,46,3,2,3,3,0,0
Jakarta Timur,Cipayung,PAUD AR-ROHMAH,69868007,SPS,Swasta,0,0,,2023-01-22 17:41:59,5,16,3,2,2,5,0,0
Jakarta Timur,Cipayung,PAUD ARFANDA,69820999,SPS,Swasta,0,0,,,0,0,0,0,0,0,0,0
Jakarta Timur,Cipayung,PAUD BAITURRAHIM,69917440,SPS,Swasta,0,0,,2023-02-04 07:10:54,2,26,3,3,1,5,0,0
Jakarta Timur,Cipayung,PAUD BANNAN,70008876,SPS,Swasta,0,0,,2023-01-20 10:50:21,1,32,3,3,1,3,0,0
Jakarta Timur,Cipayung,PAUD BUNGA TANJUNG,69868008,SPS,Swasta,0,0,,2023-02-24 08:00:47,2,33,2,2,3,2,0,0
Jakarta Timur,Cipayung,PAUD Ceria Delima,69820986,SPS,Swasta,0,0,,2023-01-31 15:02:53,2,33,2,4,2,2,0,0
Jakarta Timur,Cipayung,PAUD CERIA LILI,69909457,SPS,Swasta,0,0,,2022-09-01 10:53:06,0,0,0,1,2,0,0,0
Jakarta Timur,Cipayung,PAUD DAHLIA,69907374,SPS,Swasta,0,0,,2023-02-24 06:44:20,2,24,3,2,3,2,0,1
Jakarta Timur,Cipayung,PAUD ISLAM AR-RAHMAH,70007538,SPS,Swasta,0,0,,2023-02-17 21:17:12,5,30,4,4,2,2,0,0
Jakarta Timur,Cipayung,PAUD KEMUNING,69907413,SPS,Swasta,0,0,,2023-03-07 09:11:16,4,32,2,0,2,2,0,0
Jakarta Timur,Cipayung,PAUD KUSUMA,69820930,SPS,Swasta,0,0,,2023-01-18 18:24:41,2,37,3,3,2,3,0,0
Jakarta Timur,Cipayung,PAUD MELATI CERIA,69820818,SPS,Swasta,0,0,,2022-08-27 12:21:28,0,0,0,3,2,0,0,0
Jakarta Timur,Cipayung,PAUD SALSABILA,69821089,SPS,Swasta,0,0,,2023-02-22 11:19:35,1,21,3,3,2,3,0,0
Jakarta Timur,Cipayung,PAUD SEMAI BENIH BANGSA UMUL QURA,69911733,SPS,Swasta,0,0,,,0,0,0,0,0,0,0,0
Jakarta Timur,Cipayung,SARASWATI,69821078,SPS,Swasta,0,0,,2022-08-21 15:04:36,0,0,0,2,2,0,0,0
Jakarta Timur,Cipayung,SPS BKB PAUD AN-NAWAWIIYAH AR-RAHMANIYAH,69976717,SPS,Swasta,0,0,,2022-12-27 05:52:47,0,0,0,3,2,0,0,0
Jakarta Timur,Cipayung,SPS PAUD AL-QURAN AL HAMDU RW.04,69985480,SPS,Swasta,0,0,,2023-01-18 15:27:35,2,40,2,3,1,4,0,2
Jakarta Timur,Cipayung,SPS PAUD BALQIS ASSALAM,69982000,SPS,Swasta,0,0,,2023-02-04 22:32:59,2,20,2,1,1,1,0,0
Jakarta Timur,Cipayung,SPS PAUD LAZUARDI IMANI KAMIL,69978776,SPS,Swasta,0,0,,2023-01-27 13:52:02,4,46,6,5,1,7,0,1
Jakarta Timur,Cipayung,TAAM ALIFIAH,69820912,SPS,Swasta,0,0,,2023-01-25 21:19:16,1,33,2,1,1,2,0,0
Jakarta Timur,Cipayung,TUNAS MUDA,69820815,SPS,Swasta,0,0,,,0,0,0,0,0,0,0,0
Jakarta Timur,Cipayung,YULI AKRAM,69820908,SPS,Swasta,0,0,,2023-01-26 11:11:11,1,23,2,3,1,2,0,0
Jakarta Timur,Cipayung,SDN Bambu Apus 01 Pagi,20104314,SD,Negeri,2022,93,A,2023-02-23 08:57:44,7,698,22,26,10,15,1,1
Jakarta Timur,Cipayung,SDN BAMBU APUS 03 PAGI,20104312,SD,Negeri,2021,91,A,2023-03-02 10:26:39,7,702,22,22,4,17,1,1
Jakarta Timur,Cipayung,SDN BAMBU APUS 04 PAGI,20104311,SD,Negeri,2019,95,A,2023-03-08 15:16:45,49,641,20,24,6,18,1,2
Jakarta Timur,Cipayung,SDN CEGER 01 PAGI,20104369,SD,Negeri,2021,91,A,2023-03-02 16:15:05,14,441,14,14,5,16,1,1
Jakarta Timur,Cipayung,SDN CEGER 02 PAGI,20104385,SD,Negeri,2021,91,A,2023-03-02 08:22:54,9,509,16,18,6,8,0,1
Jakarta Timur,Cipayung,SDN Cilangkap 01 Pagi,20104396,SD,Negeri,2019,95,A,2023-03-03 14:58:43,14,861,27,34,8,26,2,1
Jakarta Timur,Cipayung,SDN CILANGKAP 03 PAGI,20104394,SD,Negeri,2021,91,A,2023-03-06 10:36:15,61,726,23,26,7,25,0,1
Jakarta Timur,Cipayung,SDN CIPAYUNG 01 PAGI,20104368,SD,Negeri,2022,92,A,2023-02-14 11:22:52,11,383,12,17,6,11,0,1
Jakarta Timur,Cipayung,SDN Cipayung 02 Pagi,20104367,SD,Negeri,2021,91,A,2023-02-17 17:22:41,6,416,13,17,4,13,0,0
Jakarta Timur,Cipayung,SDN Cipayung 03 Pagi,20104347,SD,Negeri,2021,91,A,2023-03-01 15:44:01,9,413,13,15,6,8,0,1
Jakarta Timur,Cipayung,SDN CIPAYUNG 04 PAGI,20104346,SD,Negeri,2021,93,A,2023-02-15 13:16:45,9,633,20,26,5,23,2,1
Jakarta Timur,Cipayung,SDN Cipayung 05 Pagi,20104344,SD,Negeri,2022,92,A,2023-02-21 16:49:41,19,473,15,18,5,8,1,1
Jakarta Timur,Cipayung,SDN Lubang Buaya 01 Pagi,20104244,SD,Negeri,2019,93,A,2023-03-06 11:06:41,18,415,13,13,3,7,0,2
Jakarta Timur,Cipayung,SDN Lubang Buaya 03 Pagi,20104242,SD,Negeri,2022,91,A,2023-03-06 14:16:38,16,547,17,19,5,8,1,1
Jakarta Timur,Cipayung,SDN Lubang Buaya 04 Pagi,20104241,SD,Negeri,2022,92,A,2023-03-02 10:04:51,7,607,19,26,5,9,0,1
Jakarta Timur,Cipayung,SDN Lubang Buaya 05 Pagi,20104240,SD,Negeri,2021,91,A,2023-02-14 10:24:07,6,413,13,17,5,13,1,1
Jakarta Timur,Cipayung,SDN Lubang Buaya 06 Pagi,20104239,SD,Negeri,2018,92,A,2023-03-06 09:04:55,21,734,23,28,6,22,1,1
Jakarta Timur,Cipayung,SDN Lubang Buaya 08,20104237,SD,Negeri,2021,88,B,2023-03-06 15:52:29,24,701,22,28,8,11,1,0
Jakarta Timur,Cipayung,SDN LUBANG BUAYA 11 PAGI,20104213,SD,Negeri,2021,91,A,2023-02-17 10:07:09,12,478,15,18,5,8,0,1
Jakarta Timur,Cipayung,SDN Lubang Buaya 12 Pagi,20104193,SD,Negeri,2019,94,A,2023-03-07 17:50:29,10,384,12,15,5,8,2,1
Jakarta Timur,Cipayung,SDN LUBANG BUAYA 13 PAGI,20104192,SD,Negeri,2022,92,A,2023-03-08 15:30:13,7,573,18,22,7,9,0,1
Jakarta Timur,Cipayung,SDN Munjul 01 Pagi,20104178,SD,Negeri,2020,91,A,2023-02-17 08:10:45,12,763,24,25,8,16,2,1
Jakarta Timur,Cipayung,SDN PONDOK RANGGON 01 PAGI,20103397,SD,Negeri,2019,96,A,2023-03-07 08:43:53,14,447,14,19,5,11,1,1
Jakarta Timur,Cipayung,SDN PONDOK RANGGON 02,20103382,SD,Negeri,2021,92,A,2023-03-03 06:39:18,11,764,24,29,7,24,3,1
Jakarta Timur,Cipayung,SDN PONDOK RANGGON 03 PAGI,20103383,SD,Negeri,2022,92,A,2023-02-22 10:06:26,9,695,22,30,8,25,0,1
Jakarta Timur,Cipayung,SDN PONDOK RANGGON 04 PAGI,20103384,SD,Negeri,2022,92,A,2023-02-15 10:38:53,19,790,25,29,6,25,1,1
Jakarta Timur,Cipayung,SDN Setu 01 Pagi,20103465,SD,Negeri,2019,92,A,2023-02-09 08:47:41,10,511,16,21,5,18,0,0
Jakarta Timur,Cipayung,SDN SETU 02,20103464,SD,Negeri,2022,94,A,2023-03-03 14:59:04,36,608,19,24,6,22,1,1
Jakarta Timur,Cipayung,SD BUDI MURNI I,20109190,SD,Swasta,2019,81,B,2023-02-14 11:54:43,4,139,7,9,4,6,0,1
Jakarta Timur,Cipayung,SD CIKAL AMRI,70033359,SD,Swasta,0,0,,2023-02-28 10:10:18,6,29,1,5,2,2,0,1
Jakarta Timur,Cipayung,SD ERLASS BHEXMAN JAKARTA,70036043,SD,Swasta,0,0,,,0,0,0,0,0,0,0,0
Jakarta Timur,Cipayung,SD Islam An Najah,20109914,SD,Swasta,2022,87,B,2023-02-08 09:23:46,7,176,7,13,4,7,0,1
Jakarta Timur,Cipayung,SD ISLAM ASSYAFIIYAH 03,20108963,SD,Swasta,2019,91,A,2023-03-07 06:09:17,12,397,14,17,3,15,0,1
Jakarta Timur,Cipayung,SD ISLAM HIDAYATUL ISLAMIYAH,20108964,SD,Swasta,2022,92,A,2023-02-13 08:30:54,5,411,12,19,4,12,1,1
Jakarta Timur,Cipayung,SD ISLAM NURUL HUDA,20108862,SD,Swasta,2019,81,B,2023-02-21 16:50:55,5,108,6,9,2,6,1,1
Jakarta Timur,Cipayung,SD IT HIDAYATULLAH,20109543,SD,Swasta,2020,93,A,2023-02-02 08:58:10,2,443,18,20,2,18,2,1
Jakarta Timur,Cipayung,SD Katolik Nusa Melati,20109197,SD,Swasta,2021,88,B,2023-02-21 17:45:46,5,114,6,3,1,11,0,1
Jakarta Timur,Cipayung,SD NIZAMIA ANDALUSIA,69759144,SD,Swasta,2022,96,A,2023-02-20 10:48:44,4,746,29,73,2,42,2,1
Jakarta Timur,Cipayung,SD PUTIK INDONESIA,NP718159,SD,Swasta,2019,82,B,2023-02-23 18:37:17,4,49,6,7,2,6,0,0
